rank,previous_position,trend,nation,nation_url,flag_url,nation_full_name,confederation,points,rank_date
110,119,up,,/nordkorea/startseite/verein/15457,https://tmssl.akamaized.net//images/flagge/tiny/86.png?lm=1520611569,North Korea,AFC,306,2011-12-21
112,127,up,,/aserbaidschan/startseite/verein/8605,https://tmssl.akamaized.net//images/flagge/tiny/13.png?lm=1520611569,Azerbaijan,UEFA,300,2011-12-21
113,117,up,,/sudan/startseite/verein/13313,https://tmssl.akamaized.net//images/flagge/tiny/160.png?lm=1520611569,Sudan,CAF,297,2011-12-21
114,86,down,,/syrien/startseite/verein/13674,https://tmssl.akamaized.net//images/flagge/tiny/163.png?lm=1742914013,Syria,AFC,291,2011-12-21
115,166,up,,/kuba/startseite/verein/3808,https://tmssl.akamaized.net//images/flagge/tiny/88.png?lm=1520611569,Cuba,CONCACAF,290,2011-12-21
116,154,up,,/st-kitts-und-nevis/startseite/verein/17760,https://tmssl.akamaized.net//images/flagge/tiny/225.png?lm=1520611569,Saint Kitts and Nevis,CONCACAF,285,2011-12-21
117,116,down,,/gambia/startseite/verein/6186,https://tmssl.akamaized.net//images/flagge/tiny/52.png?lm=1520611569,The Gambia,CAF,285,2011-12-21
118,125,up,,/faroer/startseite/verein/9173,https://tmssl.akamaized.net//images/flagge/tiny/208.png?lm=1520611569,Faroe Islands,UEFA,285,2011-12-21
119,87,down,,/neuseeland/startseite/verein/9171,https://tmssl.akamaized.net//images/flagge/tiny/120.png?lm=1520611569,New Zealand,OFC,271,2011-12-21
120,113,down,,/kenia/startseite/verein/8987,https://tmssl.akamaized.net//images/flagge/tiny/82.png?lm=1520611569,Kenya,CAF,269,2011-12-21
121,118,down,,/namibia/startseite/verein/3573,https://tmssl.akamaized.net//images/flagge/tiny/117.png?lm=1520611569,Namibia,CAF,264,2011-12-21
122,96,down,,/thailand/startseite/verein/5676,https://tmssl.akamaized.net//images/flagge/tiny/167.png?lm=1520611569,Thailand,AFC,262,2011-12-21
123,141,up,,/liberia/startseite/verein/9172,https://tmssl.akamaized.net//images/flagge/tiny/95.png?lm=1520611569,Liberia,CAF,258,2011-12-21
124,92,down,,/benin/startseite/verein/3955,https://tmssl.akamaized.net//images/flagge/tiny/21.png?lm=1520611569,Benin,CAF,257,2011-12-21
125,56,down,,/demokratische-republik-kongo/startseite/verein/3854,https://tmssl.akamaized.net//images/flagge/tiny/193.png?lm=1520611569,Democratic Republic of the Congo,CAF,254,2011-12-21
126,123,down,,/suriname/startseite/verein/15359,https://tmssl.akamaized.net//images/flagge/tiny/161.png?lm=1520611569,Suriname,CONCACAF,254,2011-12-21
127,128,up,,/zypern/startseite/verein/3668,https://tmssl.akamaized.net//images/flagge/tiny/188.png?lm=1520611569,Cyprus,UEFA,253,2011-12-21
128,103,down,,/luxemburg/startseite/verein/3580,https://tmssl.akamaized.net//images/flagge/tiny/99.png?lm=1520611569,Luxembourg,UEFA,252,2011-12-21
129,139,up,,/zentralafrikanische-republik/startseite/verein/12933,https://tmssl.akamaized.net//images/flagge/tiny/138.png?lm=1520611569,Central African Republic,CAF,251,2011-12-21
130,68,down,,/vereinigte-arabische-emirate/startseite/verein/5147,https://tmssl.akamaized.net//images/flagge/tiny/183.png?lm=1520611569,United Arab Emirates,AFC,250,2011-12-21
131,143,up,,/dominikanische-republik/startseite/verein/15232,https://tmssl.akamaized.net//images/flagge/tiny/43.png?lm=1520611569,Dominican Republic,CONCACAF,247,2011-12-21
132,205,up,,/liechtenstein/startseite/verein/5673,https://tmssl.akamaized.net//images/flagge/tiny/97.png?lm=1520611569,Liechtenstein,UEFA,246,2011-12-21
133,134,up,,/republik-kongo/startseite/verein/3702,https://tmssl.akamaized.net//images/flagge/tiny/85.png?lm=1520611569,Republic of the Congo,CAF,245,2011-12-21
134,164,up,,/grenada/startseite/verein/14175,https://tmssl.akamaized.net//images/flagge/tiny/55.png?lm=1520611569,Grenada,CONCACAF,241,2011-12-21
135,147,up,,/athiopien/startseite/verein/13941,https://tmssl.akamaized.net//images/flagge/tiny/11.png?lm=1520611569,Ethiopia,CAF,230,2011-12-21
136,158,up,,/moldawien/startseite/verein/6090,https://tmssl.akamaized.net//images/flagge/tiny/112.png?lm=1520611569,Moldova,UEFA,229,2011-12-21
137,112,down,,/tansania/startseite/verein/14666,https://tmssl.akamaized.net//images/flagge/tiny/166.png?lm=1520611569,Tanzania,CAF,224,2011-12-21
138,114,down,,/kasachstan/startseite/verein/9110,https://tmssl.akamaized.net//images/flagge/tiny/81.png?lm=1520611569,Kazakhstan,UEFA,220,2011-12-21
139,101,down,,/tadschikistan/startseite/verein/13975,https://tmssl.akamaized.net//images/flagge/tiny/165.png?lm=1520611569,Tajikistan,AFC,208,2011-12-21
140,145,up,,/burundi/startseite/verein/13943,https://tmssl.akamaized.net//images/flagge/tiny/30.png?lm=1520611569,Burundi,CAF,203,2011-12-21
141,181,up,,/belize/startseite/verein/15919,https://tmssl.akamaized.net//images/flagge/tiny/20.png?lm=1520611569,Belize,CONCACAF,194,2011-12-21
142,122,down,,/indonesien/startseite/verein/13958,https://tmssl.akamaized.net//images/flagge/tiny/68.png?lm=1520611569,Indonesia,AFC,189,2011-12-21
143,177,up,,/tschad/startseite/verein/13978,https://tmssl.akamaized.net//images/flagge/tiny/171.png?lm=1520611569,Chad,CAF,188,2011-12-21
144,171,up,,/st-vincent-und-die-grenadinen/startseite/verein/17762,https://tmssl.akamaized.net//images/flagge/tiny/224.png?lm=1520611569,Saint Vincent and the Grenadines,CONCACAF,170,2011-12-21
146,137,down,,/turkmenistan/startseite/verein/14248,https://tmssl.akamaized.net//images/flagge/tiny/175.png?lm=1520611569,Turkmenistan,AFC,164,2011-12-21
147,144,down,,/lesotho/startseite/verein/13962,https://tmssl.akamaized.net//images/flagge/tiny/93.png?lm=1520611569,Lesotho,CAF,160,2011-12-21
148,121,down,,/malaysia/startseite/verein/15738,https://tmssl.akamaized.net//images/flagge/tiny/103.png?lm=1520611569,Malaysia,AFC,154,2011-12-21
149,187,up,,/samoa/startseite/verein/15235,https://tmssl.akamaized.net//images/flagge/tiny/143.png?lm=1520611569,Samoa,OFC,149,2011-12-21
150,97,down,,/aquatorialguinea/startseite/verein/13485,https://tmssl.akamaized.net//images/flagge/tiny/8.png?lm=1520611569,Equatorial Guinea,CAF,148,2011-12-21
151,82,down,,/curacao/startseite/verein/32364,https://tmssl.akamaized.net//images/flagge/tiny/260.png?lm=1520611569,Curaçao,CONCACAF,146,2011-12-21
152,149,down,,/jemen/startseite/verein/15922,https://tmssl.akamaized.net//images/flagge/tiny/186.png?lm=1520611569,Yemen,AFC,146,2011-12-21
153,182,up,,/nepal/startseite/verein/15350,https://tmssl.akamaized.net//images/flagge/tiny/119.png?lm=1520611569,Nepal,AFC,144,2011-12-21
154,206,up,,/bahamas/startseite/verein/15918,https://tmssl.akamaized.net//images/flagge/tiny/14.png?lm=1520611569,Bahamas,CONCACAF,141,2011-12-21
155,132,down,,/nicaragua/startseite/verein/15351,https://tmssl.akamaized.net//images/flagge/tiny/121.png?lm=1520611569,Nicaragua,CONCACAF,141,2011-12-21
156,161,up,,/malta/startseite/verein/3587,https://tmssl.akamaized.net//images/flagge/tiny/106.png?lm=1520611569,Malta,UEFA,140,2011-12-21
157,180,up,,/bangladesch/startseite/verein/15033,https://tmssl.akamaized.net//images/flagge/tiny/16.png?lm=1520611569,Bangladesh,AFC,138,2011-12-21
158,95,down,,/palastina/startseite/verein/17758,https://tmssl.akamaized.net//images/flagge/tiny/240.png?lm=1520611569,Palestine,AFC,137,2011-12-21
159,136,down,,/philippinen/startseite/verein/15234,https://tmssl.akamaized.net//images/flagge/tiny/134.png?lm=1520611569,Philippines,AFC,136,2011-12-21
160,105,down,,/madagaskar/startseite/verein/14635,https://tmssl.akamaized.net//images/flagge/tiny/101.png?lm=1520611569,Madagascar,CAF,135,2011-12-21
161,155,down,,/fidschi/startseite/verein/13955,https://tmssl.akamaized.net//images/flagge/tiny/48.png?lm=1520611569,Fiji,OFC,133,2011-12-21
162,142,down,,/indien/startseite/verein/13957,https://tmssl.akamaized.net//images/flagge/tiny/67.png?lm=1520611569,India,AFC,131,2011-12-21
163,133,down,,/guinea-bissau/startseite/verein/3701,https://tmssl.akamaized.net//images/flagge/tiny/60.png?lm=1520611569,Guinea-Bissau,CAF,121,2011-12-21
164,191,up,,/aruba/startseite/verein/17749,https://tmssl.akamaized.net//images/flagge/tiny/233.png?lm=1520611569,Aruba,CONCACAF,120,2011-12-21
165,178,up,,/barbados/startseite/verein/16030,https://tmssl.akamaized.net//images/flagge/tiny/17.png?lm=1520611569,Barbados,CONCACAF,119,2011-12-21
166,150,down,,/neukaledonien/startseite/verein/17755,https://tmssl.akamaized.net//images/flagge/tiny/236.png?lm=1768393363,New Caledonia,OFC,116,2011-12-21
167,174,up,,/chinesisch-taipeh-taiwan-/startseite/verein/15363,https://tmssl.akamaized.net//images/flagge/tiny/164.png?lm=1679300082,Chinese Taipei,AFC,114,2011-12-21
168,185,up,,/mongolei/startseite/verein/15739,https://tmssl.akamaized.net//images/flagge/tiny/114.png?lm=1520611569,Mongolia,AFC,106,2011-12-21
169,153,down,,/hongkong/startseite/verein/15977,https://tmssl.akamaized.net//images/flagge/tiny/218.png?lm=1520611569,Hong Kong,AFC,105,2011-12-21
170,179,up,,/kambodscha/startseite/verein/16038,https://tmssl.akamaized.net//images/flagge/tiny/79.png?lm=1520611569,Cambodia,AFC,101,2011-12-21
171,183,up,,/dominica/startseite/verein/16033,https://tmssl.akamaized.net//images/flagge/tiny/42.png?lm=1520611569,Dominica,CONCACAF,100,2011-12-21
172,163,down,,/myanmar/startseite/verein/16423,https://tmssl.akamaized.net//images/flagge/tiny/116.png?lm=1520611569,Myanmar,AFC,99,2011-12-21
173,173,stable,,/malediven/startseite/verein/15456,https://tmssl.akamaized.net//images/flagge/tiny/104.png?lm=1520611569,Maldives,AFC,98,2011-12-21
174,190,up,,/laos/startseite/verein/16431,https://tmssl.akamaized.net//images/flagge/tiny/91.png?lm=1520611569,Laos,AFC,96,2011-12-21
175,160,down,,/vanuatu/startseite/verein/15238,https://tmssl.akamaized.net//images/flagge/tiny/181.png?lm=1520611569,Vanuatu,OFC,96,2011-12-21
176,197,up,,/tonga/startseite/verein/16435,https://tmssl.akamaized.net//images/flagge/tiny/169.png?lm=1520611569,Tonga,OFC,88,2011-12-21
177,162,down,,/afghanistan/startseite/verein/3576,https://tmssl.akamaized.net//images/flagge/tiny/1.png?lm=1520611569,Afghanistan,AFC,85,2011-12-21
178,207,up,,/amerikanische-jungferninseln/startseite/verein/17747,https://tmssl.akamaized.net//images/flagge/tiny/234.png?lm=1520611569,United States Virgin Islands,CONCACAF,82,2011-12-21
179,199,up,,/pakistan/startseite/verein/15352,https://tmssl.akamaized.net//images/flagge/tiny/128.png?lm=1520611569,Pakistan,AFC,76,2011-12-21
180,159,down,,/eswatini/startseite/verein/13675,https://tmssl.akamaized.net//images/flagge/tiny/162.png?lm=1520611569,Eswatini,CAF,75,2011-12-21
181,194,up,,/sri-lanka/startseite/verein/15358,https://tmssl.akamaized.net//images/flagge/tiny/158.png?lm=1520611569,Sri Lanka,AFC,75,2011-12-21
182,152,down,,/salomon-inseln/startseite/verein/15740,https://tmssl.akamaized.net//images/flagge/tiny/69.png?lm=1520611569,Solomon Islands,OFC,75,2011-12-21
183,195,up,,/cayman-inseln/startseite/verein/17751,https://tmssl.akamaized.net//images/flagge/tiny/229.png?lm=1520611569,Cayman Islands,CONCACAF,74,2011-12-21
184,157,down,,/tahiti/startseite/verein/17763,https://tmssl.akamaized.net//images/flagge/tiny/237.png?lm=1520611569,Tahiti,OFC,73,2011-12-21
185,167,down,,/st-lucia/startseite/verein/17761,https://tmssl.akamaized.net//images/flagge/tiny/230.png?lm=1520611569,Saint Lucia,CONCACAF,65,2011-12-21
186,184,down,,/amerikanisch-samoa/startseite/verein/17746,https://tmssl.akamaized.net//images/flagge/tiny/239.png?lm=1520611569,American Samoa,OFC,61,2011-12-21
187,109,down,,/komoren/startseite/verein/16430,https://tmssl.akamaized.net//images/flagge/tiny/35.png?lm=1520611569,Comoros,CAF,55,2011-12-21
188,203,up,,/seychellen/startseite/verein/3562,https://tmssl.akamaized.net//images/flagge/tiny/151.png?lm=1520611569,Seychelles,CAF,53,2011-12-21
189,200,up,,/somalia/startseite/verein/13974,https://tmssl.akamaized.net//images/flagge/tiny/156.png?lm=1520611569,Somalia,CAF,47,2011-12-21
190,0,down,,/eritrea/startseite/verein/13953,https://tmssl.akamaized.net//images/flagge/tiny/46.png?lm=1520611569,Eritrea,CAF,45,2011-12-21
191,104,down,,/kirgisistan/startseite/verein/3956,https://tmssl.akamaized.net//images/flagge/tiny/90.png?lm=1520611569,Kyrgyzstan,AFC,42,2011-12-21
192,201,up,,/guam/startseite/verein/17753,https://tmssl.akamaized.net//images/flagge/tiny/241.png?lm=1520611569,Guam,AFC,36,2011-12-21
193,170,down,,/papua-neuguinea/startseite/verein/15233,https://tmssl.akamaized.net//images/flagge/tiny/131.png?lm=1520611569,Papua New Guinea,OFC,34,2011-12-21
194,176,down,,/mauritius/startseite/verein/14239,https://tmssl.akamaized.net//images/flagge/tiny/109.png?lm=1520611569,Mauritius,CAF,32,2011-12-21
195,186,down,,/cookinseln/startseite/verein/17752,https://tmssl.akamaized.net//images/flagge/tiny/238.png?lm=1520611569,Cook Islands,OFC,28,2011-12-21
196,189,down,,/sao-tome-und-principe/startseite/verein/15236,https://tmssl.akamaized.net//images/flagge/tiny/145.png?lm=1520611569,São Tomé and Príncipe,CAF,27,2011-12-21
197,193,down,,/macau/startseite/verein/16432,https://tmssl.akamaized.net//images/flagge/tiny/219.png?lm=1520611569,Macau,AFC,26,2011-12-21
198,196,down,,/dschibuti/startseite/verein/16427,https://tmssl.akamaized.net//images/flagge/tiny/41.png?lm=1520611569,Djibouti,CAF,25,2011-12-21
199,208,up,,/britische-jungferninseln/startseite/verein/17750,https://tmssl.akamaized.net//images/flagge/tiny/231.png?lm=1520611569,British Virgin Islands,CONCACAF,23,2011-12-21
200,204,up,,/turks-und-caicosinseln/startseite/verein/17764,https://tmssl.akamaized.net//images/flagge/tiny/226.png?lm=1520611569,Turks and Caicos Islands,CONCACAF,13,2011-12-21
201,209,up,,/anguilla/startseite/verein/17748,https://tmssl.akamaized.net//images/flagge/tiny/232.png?lm=1520611569,Anguilla,CONCACAF,9,2011-12-21
202,188,down,,/brunei-darussalam/startseite/verein/14233,https://tmssl.akamaized.net//images/flagge/tiny/27.png?lm=1520611569,Brunei Darussalam,AFC,6,2011-12-21
203,192,down,,/bhutan/startseite/verein/15920,https://tmssl.akamaized.net//images/flagge/tiny/22.png?lm=1520611569,Bhutan,AFC,6,2011-12-21
204,115,down,,/mauretanien/startseite/verein/14238,https://tmssl.akamaized.net//images/flagge/tiny/108.png?lm=1520611569,Mauritania,CAF,4,2011-12-21
205,198,down,,/osttimor/startseite/verein/17757,https://tmssl.akamaized.net//images/flagge/tiny/242.png?lm=1520611569,Timor-Leste,AFC,2,2011-12-21
206,210,up,,/san-marino/startseite/verein/10521,https://tmssl.akamaized.net//images/flagge/tiny/144.png?lm=1520611569,San Marino,UEFA,-,2011-12-21
207,172,down,,/andorra/startseite/verein/10533,https://tmssl.akamaized.net//images/flagge/tiny/5.png?lm=1520611569,Andorra,UEFA,-,2011-12-21
208,175,down,,/montserrat/startseite/verein/17754,https://tmssl.akamaized.net//images/flagge/tiny/235.png?lm=1520611569,Montserrat,CONCACAF,-,2011-12-21
1,1,stable,,/spanien/startseite/verein/3375,https://tmssl.akamaized.net//images/flagge/tiny/157.png?lm=1520611569,Spain,UEFA,1564,2012-01-18
2,7,up,,/niederlande/startseite/verein/3379,https://tmssl.akamaized.net//images/flagge/tiny/122.png?lm=1520611569,Netherlands,UEFA,1365,2012-01-18
3,9,up,,/deutschland/startseite/verein/3262,https://tmssl.akamaized.net//images/flagge/tiny/40.png?lm=1520612525,Germany,UEFA,1345,2012-01-18
4,16,up,,/uruguay/startseite/verein/3449,https://tmssl.akamaized.net//images/flagge/tiny/179.png?lm=1520611569,Uruguay,CONMEBOL,1309,2012-01-18
5,4,down,,/england/startseite/verein/3299,https://tmssl.akamaized.net//images/flagge/tiny/189.png?lm=1520611569,England,UEFA,1173,2012-01-18
6,5,down,,/brasilien/startseite/verein/3439,https://tmssl.akamaized.net//images/flagge/tiny/26.png?lm=1520611569,Brazil,CONMEBOL,1143,2012-01-18
7,6,down,,/portugal/startseite/verein/3300,https://tmssl.akamaized.net//images/flagge/tiny/136.png?lm=1520611569,Portugal,UEFA,1100,2012-01-18
8,10,up,,/kroatien/startseite/verein/3556,https://tmssl.akamaized.net//images/flagge/tiny/37.png?lm=1520611569,Croatia,UEFA,1091,2012-01-18
9,12,up,,/italien/startseite/verein/3376,https://tmssl.akamaized.net//images/flagge/tiny/75.png?lm=1520611569,Italy,UEFA,1082,2012-01-18
10,2,down,,/argentinien/startseite/verein/3437,https://tmssl.akamaized.net//images/flagge/tiny/9.png?lm=1520611569,Argentina,CONMEBOL,1067,2012-01-18
11,21,up,,/danemark/startseite/verein/3436,https://tmssl.akamaized.net//images/flagge/tiny/39.png?lm=1520611569,Denmark,UEFA,1032,2012-01-18
12,52,up,,/chile/startseite/verein/3700,https://tmssl.akamaized.net//images/flagge/tiny/33.png?lm=1520611569,Chile,CONMEBOL,973,2012-01-18
13,33,up,,/russland/startseite/verein/3448,https://tmssl.akamaized.net//images/flagge/tiny/141.png?lm=1520611569,Russia,UEFA,971,2012-01-18
14,46,up,,/griechenland/startseite/verein/3378,https://tmssl.akamaized.net//images/flagge/tiny/56.png?lm=1520611569,Greece,UEFA,964,2012-01-18
15,3,down,,/frankreich/startseite/verein/3377,https://tmssl.akamaized.net//images/flagge/tiny/50.png?lm=1520611569,France,UEFA,915,2012-01-18
16,17,up,,/schweiz/startseite/verein/3384,https://tmssl.akamaized.net//images/flagge/tiny/148.png?lm=1520611569,Switzerland,UEFA,898,2012-01-18
17,43,up,,/schweden/startseite/verein/3557,https://tmssl.akamaized.net//images/flagge/tiny/147.png?lm=1520611569,Sweden,UEFA,891,2012-01-18
18,42,up,,/elfenbeinkuste/startseite/verein/3591,https://tmssl.akamaized.net//images/flagge/tiny/38.png?lm=1520611569,Ivory Coast,CAF,889,2012-01-18
19,18,down,,/japan/startseite/verein/3435,https://tmssl.akamaized.net//images/flagge/tiny/77.png?lm=1520611569,Japan,AFC,869,2012-01-18
20,71,up,,/bosnien-herzegowina/startseite/verein/3446,https://tmssl.akamaized.net//images/flagge/tiny/24.png?lm=1569523290,Bosnia-Herzegovina,UEFA,869,2012-01-18
21,26,up,,/australien/startseite/verein/3433,https://tmssl.akamaized.net//images/flagge/tiny/12.png?lm=1520611569,Australia,AFC,866,2012-01-18
22,15,down,,/mexiko/startseite/verein/6303,https://tmssl.akamaized.net//images/flagge/tiny/110.png?lm=1520611569,Mexico,CONCACAF,866,2012-01-18
23,59,up,,/irland/startseite/verein/3509,https://tmssl.akamaized.net//images/flagge/tiny/72.png?lm=1520611569,Republic of Ireland,UEFA,864,2012-01-18
24,29,up,,/norwegen/startseite/verein/3440,https://tmssl.akamaized.net//images/flagge/tiny/125.png?lm=1520611569,Norway,UEFA,788,2012-01-18
25,55,up,,/slowenien/startseite/verein/3588,https://tmssl.akamaized.net//images/flagge/tiny/155.png?lm=1520611569,Slovenia,UEFA,780,2012-01-18
26,72,up,,/ghana/startseite/verein/3441,https://tmssl.akamaized.net//images/flagge/tiny/54.png?lm=1520611569,Ghana,CAF,779,2012-01-18
27,37,up,,/serbien/startseite/verein/3438,https://tmssl.akamaized.net//images/flagge/tiny/215.png?lm=1520611569,Serbia,UEFA,775,2012-01-18
28,39,up,,/paraguay/startseite/verein/3581,https://tmssl.akamaized.net//images/flagge/tiny/132.png?lm=1520611569,Paraguay,CONMEBOL,775,2012-01-18
29,25,down,,/turkei/startseite/verein/3381,https://tmssl.akamaized.net//images/flagge/tiny/174.png?lm=1520611569,Turkiye,UEFA,769,2012-01-18
30,22,down,,/sudkorea/startseite/verein/3589,https://tmssl.akamaized.net//images/flagge/tiny/87.png?lm=1520611569,South Korea,AFC,752,2012-01-18
31,44,up,,/tschechien/startseite/verein/3445,https://tmssl.akamaized.net//images/flagge/tiny/172.png?lm=1520611569,Czech Republic,UEFA,749,2012-01-18
32,34,up,,/algerien/startseite/verein/3614,https://tmssl.akamaized.net//images/flagge/tiny/4.png?lm=1520611569,Algeria,CAF,734,2012-01-18
33,14,down,,/vereinigte-staaten/startseite/verein/3505,https://tmssl.akamaized.net//images/flagge/tiny/184.png?lm=1520611569,United States,CONCACAF,721,2012-01-18
34,51,up,,/peru/startseite/verein/3584,https://tmssl.akamaized.net//images/flagge/tiny/133.png?lm=1520611569,Peru,CONMEBOL,712,2012-01-18
